Order_ID,Date,Time,Month,Day,Customer_ID,Customer_Type,Gender,Age,Table_No,Waiter,Category,Item,Quantity,Unit_Price,Sales,Discount,Tax,Total_Bill,Payment_Method,Order_Type,Rating,Profit
ORD00291,07-11-2025,15:40:19,November,Friday,CUST1504,Returning,Male,52,8,Daniel,Starters,Chicken Wings,4,8.99,35.96,2.06,6.78,40.68,Google Pay,Delivery,4,12.66
ORD00292,21-11-2025,04:08:16,November,Friday,CUST3316,New,Male,18,19,David,Main Course,Pizza,3,16.99,50.97,7.32,8.73,52.38,Online,Delivery,3,10.99
ORD00293,06-06-2025,12:42:48,June,Friday,CUST9397,New,Male,29,8,Michael,Main Course,Burger,2,11.99,23.98,1.48,4.5,27,Card,Dine-in,3,7.81
ORD00294,10-12-2025,05:22:28,December,Wednesday,CUST5107,New,Male,64,19,Emily,Starters,Soup,5,5.99,29.95,0.33,5.92,35.54,Apple Pay,Takeaway,3,10.39
ORD00295,10-12-2025,19:21:49,December,Wednesday,CUST6206,Returning,Female,39,20,Michael,Main Course,Veg Biryani,3,12.99,38.97,3.62,7.07,42.42,Online,Dine-in,5,13.61
ORD00296,18-10-2025,21:48:47,October,Saturday,CUST4629,Returning,Female,41,5,Olivia,Desserts,Brownie,4,5.99,23.96,0.61,4.67,28.02,Google Pay,Takeaway,4,6.93
ORD00297,03-07-2025,06:29:36,July,Thursday,CUST2343,Returning,Male,52,7,Michael,Desserts,Brownie,5,5.99,29.95,0.49,5.89,35.35,Cash,Delivery,3,10.22
ORD00298,10-01-2025,01:22:34,January,Friday,CUST5269,Returning,Male,41,13,Emma,Starters,Soup,5,5.99,29.95,0.96,5.8,34.79,Online,Delivery,4,7.41
ORD00299,10-03-2025,15:00:51,March,Monday,CUST4913,New,Male,46,6,Daniel,Drinks,Coke,4,2.99,11.96,0.65,2.26,13.57,Online,Delivery,5,2.85
ORD00300,16-03-2025,18:48:29,March,Sunday,CUST2029,Returning,Female,32,2,Emma,Drinks,Tea,1,2.49,2.49,0.08,0.48,2.89,Online,Takeaway,4,0.78
ORD00301,29-08-2025,13:47:48,August,Friday,CUST9542,Returning,Female,55,18,Daniel,Drinks,Coke,1,2.99,2.99,0.44,0.51,3.06,Google Pay,Delivery,4,0.76
ORD00302,07-07-2025,09:26:57,July,Monday,CUST7649,Returning,Female,49,16,James,Starters,Chicken Wings,4,8.99,35.96,5.25,6.14,36.85,Online,Dine-in,4,8.7
ORD00303,26-03-2025,15:47:50,March,Wednesday,CUST4062,New,Female,56,4,Emma,Main Course,Veg Biryani,5,12.99,64.95,6.27,11.74,70.42,Google Pay,Takeaway,5,16.53
ORD00304,28-02-2025,15:09:28,February,Friday,CUST7732,New,Male,20,5,Daniel,Drinks,Fresh Juice,4,4.49,17.96,0.57,3.48,20.87,Card,Delivery,5,4.77
ORD00305,21-01-2025,00:38:38,January,Tuesday,CUST7642,New,Female,23,7,Emily,Main Course,Chicken Biryani,2,14.99,29.98,1.16,5.76,34.58,Online,Takeaway,4,7.98
ORD00306,29-03-2025,14:02:26,March,Saturday,CUST3979,Returning,Male,64,11,Emily,Main Course,Pasta,5,13.49,67.45,1.44,13.2,79.21,Online,Delivery,3,22.27
ORD00307,28-04-2025,16:25:18,April,Monday,CUST9263,Returning,Male,56,4,Daniel,Drinks,Fresh Juice,2,4.49,8.98,0.15,1.77,10.6,Google Pay,Delivery,5,2.48
ORD00308,20-01-2025,06:44:56,January,Monday,CUST9835,New,Female,51,14,Olivia,Starters,Spring Rolls,4,6.99,27.96,2.77,5.04,30.23,Cash,Delivery,5,9.71
ORD00309,08-08-2025,13:43:50,August,Friday,CUST2600,Returning,Male,34,16,Emma,Main Course,Fish & Chips,4,17.99,71.96,3.78,13.64,81.82,Cash,Takeaway,5,25.27
ORD00310,06-10-2025,20:36:26,October,Monday,CUST1116,New,Male,42,7,Olivia,Drinks,Tea,2,2.49,4.98,0,1,5.98,Google Pay,Takeaway,3,1.8
ORD00311,21-03-2025,00:12:27,March,Friday,CUST6990,Returning,Female,31,14,Emily,Drinks,Tea,3,2.49,7.47,0.96,1.3,7.81,Card,Takeaway,5,2.04
ORD00312,12-10-2025,23:24:17,October,Sunday,CUST7522,New,Male,65,8,Emily,Drinks,Tea,3,2.49,7.47,0.65,1.36,8.18,Card,Dine-in,3,2.5
ORD00313,18-09-2025,07:33:00,September,Thursday,CUST1852,New,Female,58,1,Sophia,Drinks,Tea,5,2.49,12.45,1.15,2.26,13.56,Card,Takeaway,5,3.99
ORD00314,11-08-2025,08:16:29,August,Monday,CUST1618,Returning,Female,57,17,Michael,Starters,Spring Rolls,3,6.99,20.97,0.7,4.05,24.32,Online,Dine-in,3,5.31
ORD00315,24-11-2025,07:13:35,November,Monday,CUST9489,Returning,Male,20,20,Emma,Drinks,Fresh Juice,1,4.49,4.49,0.14,0.87,5.22,Online,Dine-in,5,1.52
ORD00316,19-01-2025,08:05:28,January,Sunday,CUST5520,Returning,Female,60,13,David,Desserts,Ice Cream,1,4.99,4.99,0.73,0.85,5.11,Online,Dine-in,5,1.12
ORD00317,08-01-2025,18:10:59,January,Wednesday,CUST6703,Returning,Female,32,20,Emma,Starters,Spring Rolls,5,6.99,34.95,1.49,6.69,40.15,Google Pay,Takeaway,5,12.53
ORD00318,03-01-2025,12:43:32,January,Friday,CUST9243,Returning,Female,25,17,Michael,Desserts,Ice Cream,4,4.99,19.96,1.52,3.69,22.13,Online,Delivery,4,6.16
ORD00319,22-12-2025,15:19:15,December,Monday,CUST6565,Returning,Female,55,1,Emily,Drinks,Fresh Juice,5,4.49,22.45,1.63,4.16,24.98,Cash,Takeaway,3,5.96
ORD00320,15-07-2025,12:01:51,July,Tuesday,CUST9776,New,Female,33,10,Sophia,Main Course,Paneer Butter Masala,3,13.99,41.97,2.6,7.87,47.24,Google Pay,Delivery,5,11.93
ORD00321,25-06-2025,04:23:19,June,Wednesday,CUST5408,New,Male,49,7,Emma,Starters,Garlic Bread,4,4.99,19.96,0.94,3.8,22.82,Card,Takeaway,3,5.38
ORD00322,28-04-2025,11:18:26,April,Monday,CUST2964,New,Female,57,1,James,Main Course,Paneer Butter Masala,5,13.99,69.95,3.74,13.24,79.45,Google Pay,Takeaway,5,24.29
ORD00323,11-06-2025,16:26:42,June,Wednesday,CUST9374,Returning,Female,32,19,Daniel,Drinks,Tea,4,2.49,9.96,0.27,1.94,11.63,Cash,Delivery,4,3.53
ORD00324,02-09-2025,22:46:25,September,Tuesday,CUST8490,New,Female,38,1,James,Starters,Chicken Wings,4,8.99,35.96,4.64,6.26,37.58,Card,Takeaway,5,11.48
ORD00325,21-02-2025,09:16:38,February,Friday,CUST5306,New,Female,48,20,Olivia,Desserts,Brownie,5,5.99,29.95,3.87,5.22,31.3,Apple Pay,Dine-in,4,7.25
ORD00326,06-08-2025,03:18:40,August,Wednesday,CUST8384,New,Male,54,8,Sophia,Main Course,Pasta,3,13.49,40.47,2.22,7.65,45.9,Apple Pay,Dine-in,5,11.86
ORD00327,10-08-2025,15:28:54,August,Sunday,CUST8749,New,Male,44,16,Daniel,Drinks,Coffee,2,3.99,7.98,0.96,1.4,8.42,Online,Delivery,5,2.53
ORD00328,11-06-2025,19:32:10,June,Wednesday,CUST7527,New,Male,21,7,Michael,Drinks,Tea,3,2.49,7.47,0.63,1.37,8.21,Google Pay,Delivery,3,2.29
ORD00329,19-08-2025,21:32:38,August,Tuesday,CUST5222,Returning,Male,44,4,Olivia,Desserts,Brownie,3,5.99,17.97,0.97,3.4,20.4,Online,Dine-in,5,5.67
ORD00330,22-10-2025,21:12:24,October,Wednesday,CUST8322,New,Female,57,10,Emily,Main Course,Pizza,3,16.99,50.97,2.49,9.7,58.18,Card,Dine-in,5,15.83
ORD00331,22-06-2025,21:32:20,June,Sunday,CUST6136,Returning,Female,63,9,David,Drinks,Fresh Juice,1,4.49,4.49,0.05,0.89,5.33,Apple Pay,Takeaway,4,1.34
ORD00332,28-10-2025,10:57:02,October,Tuesday,CUST4844,Returning,Male,31,6,David,Drinks,Fresh Juice,2,4.49,8.98,0.25,1.75,10.48,Cash,Dine-in,3,2.21
ORD00333,31-08-2025,16:01:14,August,Sunday,CUST2702,Returning,Male,23,13,Michael,Starters,Spring Rolls,4,6.99,27.96,2.2,5.15,30.91,Card,Dine-in,5,10.29
ORD00334,26-05-2025,03:56:53,May,Monday,CUST1575,Returning,Female,48,15,Michael,Drinks,Coffee,2,3.99,7.98,0.63,1.47,8.82,Online,Takeaway,3,2.03
ORD00335,24-12-2025,19:40:28,December,Wednesday,CUST9745,Returning,Female,48,18,Emma,Main Course,Fish & Chips,5,17.99,89.95,5.87,16.82,100.9,Cash,Takeaway,4,29.09
ORD00336,07-07-2025,10:36:30,July,Monday,CUST3233,Returning,Female,48,18,James,Drinks,Tea,2,2.49,4.98,0.23,0.95,5.7,Google Pay,Takeaway,4,1.19
ORD00337,05-01-2025,01:52:43,January,Sunday,CUST7121,New,Female,53,14,David,Drinks,Tea,5,2.49,12.45,0.43,2.4,14.42,Card,Dine-in,5,3.02
ORD00338,27-11-2025,12:05:05,November,Thursday,CUST4924,Returning,Female,59,18,Michael,Drinks,Fresh Juice,2,4.49,8.98,0.35,1.73,10.36,Google Pay,Dine-in,3,2.7
ORD00339,04-04-2025,01:43:56,April,Friday,CUST5458,Returning,Male,38,1,Daniel,Main Course,Pizza,1,16.99,16.99,1.62,3.07,18.44,Cash,Delivery,3,5.27
ORD00340,06-04-2025,11:00:35,April,Sunday,CUST1134,New,Male,27,1,Emily,Starters,Chicken Wings,3,8.99,26.97,0.51,5.29,31.75,Card,Takeaway,4,8.36
ORD00341,09-06-2025,11:19:43,June,Monday,CUST2314,New,Male,35,13,Sophia,Drinks,Tea,4,2.49,9.96,1.04,1.78,10.7,Online,Takeaway,3,2.27
ORD00342,09-04-2025,05:20:11,April,Wednesday,CUST5078,Returning,Female,33,2,Emma,Desserts,Brownie,1,5.99,5.99,0.11,1.18,7.06,Google Pay,Delivery,3,2.15
ORD00343,24-09-2025,20:25:39,September,Wednesday,CUST6293,New,Male,65,18,Sophia,Main Course,Fish & Chips,4,17.99,71.96,7.36,12.92,77.52,Apple Pay,Takeaway,5,19.17
ORD00344,02-06-2025,03:40:01,June,Monday,CUST2850,New,Female,38,1,Daniel,Main Course,Burger,1,11.99,11.99,1.55,2.09,12.53,Apple Pay,Delivery,3,2.95
ORD00345,22-07-2025,19:22:02,July,Tuesday,CUST3539,Returning,Male,33,6,Emily,Main Course,Chicken Biryani,1,14.99,14.99,1.31,2.74,16.42,Cash,Delivery,5,4.84
ORD00346,23-06-2025,22:57:27,June,Monday,CUST2759,New,Female,32,11,Olivia,Starters,Spring Rolls,3,6.99,20.97,2.03,3.79,22.73,Google Pay,Delivery,3,6.73
ORD00347,11-01-2025,04:01:44,January,Saturday,CUST8168,Returning,Female,30,19,Daniel,Drinks,Tea,2,2.49,4.98,0.19,0.96,5.75,Online,Takeaway,4,1.23
ORD00348,28-08-2025,18:17:39,August,Thursday,CUST8362,Returning,Female,52,12,Emily,Desserts,Cheesecake,5,6.99,34.95,0.84,6.82,40.93,Cash,Delivery,5,11.25
ORD00349,14-07-2025,21:55:01,July,Monday,CUST4912,Returning,Male,60,18,David,Main Course,Chicken Biryani,5,14.99,74.95,9.63,13.06,78.38,Card,Delivery,5,23.93
ORD00350,12-09-2025,12:30:06,September,Friday,CUST2577,New,Male,26,6,James,Main Course,Pizza,3,16.99,50.97,3.13,9.57,57.41,Card,Dine-in,4,14.27
ORD00351,09-04-2025,09:56:45,April,Wednesday,CUST9026,Returning,Male,41,8,Sophia,Starters,Spring Rolls,5,6.99,34.95,3.36,6.32,37.91,Cash,Dine-in,5,9.74
ORD00352,09-09-2025,10:40:34,September,Tuesday,CUST7814,Returning,Male,57,9,James,Starters,Soup,1,5.99,5.99,0.32,1.13,6.8,Cash,Takeaway,3,2.05
ORD00353,21-04-2025,22:35:14,April,Monday,CUST9621,New,Male,53,18,David,Starters,Spring Rolls,2,6.99,13.98,1.11,2.57,15.44,Cash,Delivery,5,3.58
ORD00354,03-07-2025,02:43:32,July,Thursday,CUST7579,Returning,Male,52,20,Emily,Drinks,Fresh Juice,1,4.49,4.49,0.11,0.88,5.26,Apple Pay,Takeaway,5,1.21
ORD00355,16-06-2025,10:00:08,June,Monday,CUST4943,New,Female,53,9,Olivia,Desserts,Brownie,4,5.99,23.96,2.97,4.2,25.19,Google Pay,Takeaway,4,6.27
ORD00356,01-01-2025,03:25:31,January,Wednesday,CUST5945,New,Female,32,7,Olivia,Starters,Chicken Wings,5,8.99,44.95,0.11,8.97,53.81,Cash,Delivery,4,12.12
ORD00357,11-10-2025,23:56:55,October,Saturday,CUST5341,Returning,Male,32,9,Michael,Main Course,Veg Biryani,1,12.99,12.99,0.9,2.42,14.51,Cash,Delivery,4,3.31
ORD00358,19-10-2025,22:02:39,October,Sunday,CUST2562,Returning,Male,64,19,David,Main Course,Veg Biryani,3,12.99,38.97,4.63,6.87,41.21,Cash,Dine-in,4,9.48
ORD00359,28-06-2025,10:25:29,June,Saturday,CUST1187,Returning,Male,37,17,James,Drinks,Fresh Juice,1,4.49,4.49,0.59,0.78,4.68,Apple Pay,Delivery,5,1.11
ORD00360,18-03-2025,20:54:05,March,Tuesday,CUST7436,Returning,Male,32,14,Michael,Desserts,Cheesecake,2,6.99,13.98,0.32,2.73,16.39,Google Pay,Dine-in,3,4.8
ORD00361,22-06-2025,22:43:12,June,Sunday,CUST5301,New,Female,50,14,Daniel,Starters,Soup,5,5.99,29.95,3.35,5.32,31.92,Card,Takeaway,5,8.84
ORD00362,12-04-2025,03:54:32,April,Saturday,CUST9589,New,Male,22,9,David,Drinks,Fresh Juice,5,4.49,22.45,0.66,4.36,26.15,Apple Pay,Delivery,5,7.46
ORD00363,15-02-2025,05:51:14,February,Saturday,CUST6644,New,Female,28,12,Emily,Starters,Soup,4,5.99,23.96,1.31,4.53,27.18,Online,Dine-in,4,6.31
ORD00364,23-01-2025,17:17:05,January,Thursday,CUST2405,New,Male,33,20,Daniel,Main Course,Paneer Butter Masala,3,13.99,41.97,0.98,8.2,49.19,Apple Pay,Dine-in,4,14.73
ORD00365,22-12-2025,13:54:29,December,Monday,CUST9814,New,Male,52,17,Michael,Starters,Chicken Wings,4,8.99,35.96,2.54,6.68,40.1,Online,Takeaway,5,10.02
ORD00366,14-03-2025,00:49:18,March,Friday,CUST5185,New,Male,36,7,Michael,Starters,Soup,5,5.99,29.95,4.07,5.18,31.06,Cash,Takeaway,5,8.52
ORD00367,05-01-2025,02:39:45,January,Sunday,CUST6901,New,Male,36,13,Emma,Starters,Soup,3,5.99,17.97,1.79,3.24,19.42,Google Pay,Delivery,5,6.26
ORD00368,20-02-2025,08:47:22,February,Thursday,CUST9202,Returning,Male,20,8,Michael,Desserts,Brownie,5,5.99,29.95,2.39,5.51,33.07,Apple Pay,Takeaway,4,7.66
ORD00369,22-03-2025,22:40:25,March,Saturday,CUST9212,Returning,Male,58,9,David,Starters,Chicken Wings,3,8.99,26.97,1.44,5.11,30.64,Cash,Delivery,4,7.54
ORD00370,26-04-2025,09:08:16,April,Saturday,CUST7262,New,Female,33,19,Daniel,Main Course,Burger,4,11.99,47.96,4.73,8.65,51.88,Google Pay,Takeaway,5,11.38
ORD00371,18-06-2025,18:59:53,June,Wednesday,CUST4314,New,Female,62,17,Daniel,Drinks,Coffee,2,3.99,7.98,0.78,1.44,8.64,Google Pay,Dine-in,5,2.43
ORD00372,17-10-2025,11:12:51,October,Friday,CUST2939,New,Female,27,1,Olivia,Main Course,Burger,1,11.99,11.99,1,2.2,13.19,Google Pay,Takeaway,4,4.31
ORD00373,15-08-2025,06:23:20,August,Friday,CUST5372,New,Male,32,1,Olivia,Desserts,Ice Cream,2,4.99,9.98,0.16,1.96,11.78,Cash,Delivery,4,2.73
ORD00374,10-03-2025,16:34:07,March,Monday,CUST3253,New,Male,32,2,David,Drinks,Tea,2,2.49,4.98,0.64,0.87,5.21,Cash,Takeaway,4,1.4
ORD00375,24-04-2025,08:08:45,April,Thursday,CUST8197,Returning,Female,47,8,David,Main Course,Paneer Butter Masala,1,13.99,13.99,0.37,2.72,16.34,Google Pay,Dine-in,5,5.36
ORD00376,14-07-2025,02:31:22,July,Monday,CUST9784,New,Male,46,15,James,Desserts,Brownie,5,5.99,29.95,4.22,5.15,30.88,Card,Delivery,5,8.64
ORD00377,22-07-2025,05:07:12,July,Tuesday,CUST4110,Returning,Female,43,10,Michael,Starters,Soup,5,5.99,29.95,3.44,5.3,31.81,Google Pay,Dine-in,4,10.46
ORD00378,31-05-2025,07:09:29,May,Saturday,CUST9202,New,Male,55,18,Daniel,Starters,Garlic Bread,4,4.99,19.96,2.48,3.5,20.98,Google Pay,Takeaway,4,5.55
ORD00379,19-08-2025,06:53:28,August,Tuesday,CUST4308,Returning,Male,34,11,Daniel,Starters,Garlic Bread,4,4.99,19.96,1.77,3.64,21.83,Cash,Dine-in,3,6.49
ORD00380,28-12-2025,13:46:11,December,Sunday,CUST9383,New,Female,53,13,James,Drinks,Tea,1,2.49,2.49,0.2,0.46,2.75,Card,Takeaway,5,0.7
ORD00381,04-12-2025,04:25:04,December,Thursday,CUST7874,Returning,Female,64,15,Michael,Main Course,Butter Chicken,2,15.99,31.98,0.86,6.22,37.34,Card,Dine-in,3,11.1
ORD00382,14-04-2025,08:04:21,April,Monday,CUST9904,New,Female,33,7,Emily,Starters,Chicken Wings,1,8.99,8.99,0.62,1.67,10.04,Google Pay,Takeaway,4,3.17
ORD00383,10-02-2025,00:06:12,February,Monday,CUST4401,New,Male,27,2,Olivia,Starters,Garlic Bread,5,4.99,24.95,1.04,4.78,28.69,Cash,Dine-in,3,8.23
ORD00384,08-12-2025,23:36:58,December,Monday,CUST3920,New,Female,57,20,Daniel,Desserts,Brownie,1,5.99,5.99,0.04,1.19,7.14,Google Pay,Delivery,5,1.86
ORD00385,04-07-2025,20:36:27,July,Friday,CUST2108,Returning,Male,36,16,Daniel,Starters,Spring Rolls,3,6.99,20.97,1.02,3.99,23.94,Cash,Delivery,4,7.67
ORD00386,18-06-2025,02:48:11,June,Wednesday,CUST9666,New,Female,64,20,Michael,Drinks,Coffee,2,3.99,7.98,0.73,1.45,8.7,Google Pay,Delivery,4,1.93
ORD00387,13-05-2025,21:16:47,May,Tuesday,CUST9154,Returning,Male,57,8,Michael,Desserts,Ice Cream,5,4.99,24.95,2.11,4.57,27.41,Card,Dine-in,3,7.49
ORD00388,13-01-2025,05:01:29,January,Monday,CUST7783,New,Female,40,18,Emma,Drinks,Coke,2,2.99,5.98,0.72,1.05,6.31,Cash,Delivery,3,2.1
ORD00389,20-12-2025,20:59:50,December,Saturday,CUST6307,New,Male,61,11,Olivia,Desserts,Brownie,1,5.99,5.99,0.28,1.14,6.85,Google Pay,Delivery,5,1.86
ORD00390,12-11-2025,07:55:59,November,Wednesday,CUST8849,Returning,Male,59,5,Emily,Starters,Garlic Bread,2,4.99,9.98,0.49,1.9,11.39,Card,Delivery,4,2.85
ORD00391,02-10-2025,21:42:00,October,Thursday,CUST9537,Returning,Female,53,18,James,Desserts,Brownie,4,5.99,23.96,3.33,4.13,24.76,Card,Delivery,5,5.33
ORD00392,19-06-2025,01:52:05,June,Thursday,CUST7147,New,Female,29,20,Sophia,Desserts,Ice Cream,2,4.99,9.98,0.42,1.91,11.47,Apple Pay,Delivery,4,2.43
ORD00393,30-12-2025,19:26:39,December,Tuesday,CUST7088,Returning,Female,31,17,Michael,Starters,Chicken Wings,4,8.99,35.96,0.47,7.1,42.59,Card,Dine-in,4,13.54
ORD00394,20-01-2025,06:34:38,January,Monday,CUST9192,New,Male,39,16,Michael,Main Course,Veg Biryani,4,12.99,51.96,3.94,9.6,57.62,Apple Pay,Dine-in,3,17.76
ORD00395,22-09-2025,01:31:20,September,Monday,CUST9558,New,Male,37,2,Sophia,Main Course,Paneer Butter Masala,1,13.99,13.99,0.96,2.61,15.64,Apple Pay,Takeaway,3,4.65
ORD00396,22-02-2025,21:40:10,February,Saturday,CUST4438,Returning,Male,30,10,Michael,Desserts,Ice Cream,5,4.99,24.95,2.84,4.42,26.53,Online,Takeaway,4,7.65
ORD00397,10-12-2025,03:36:46,December,Wednesday,CUST9422,New,Male,52,12,Olivia,Starters,Chicken Wings,2,8.99,17.98,0.42,3.51,21.07,Apple Pay,Dine-in,5,4.69
ORD00398,26-05-2025,08:33:44,May,Monday,CUST9856,Returning,Male,26,1,Emily,Main Course,Butter Chicken,1,15.99,15.99,0.75,3.05,18.29,Cash,Dine-in,4,5.85
ORD00399,28-01-2025,11:46:38,January,Tuesday,CUST8304,Returning,Female,39,7,Sophia,Starters,Soup,4,5.99,23.96,0.64,4.66,27.98,Google Pay,Delivery,3,7.92
ORD00400,17-02-2025,22:06:01,February,Monday,CUST8625,Returning,Male,32,5,Michael,Drinks,Coke,4,2.99,11.96,0.56,2.28,13.68,Apple Pay,Takeaway,3,3.95
ORD00401,25-12-2025,03:48:19,December,Thursday,CUST2849,Returning,Female,47,6,Michael,Desserts,Brownie,4,5.99,23.96,1.75,4.44,26.65,Apple Pay,Delivery,5,5.77
ORD00402,07-03-2025,10:12:55,March,Friday,CUST5949,Returning,Female,55,14,Emma,Starters,Soup,1,5.99,5.99,0.29,1.14,6.84,Online,Dine-in,5,1.98
ORD00403,23-03-2025,08:38:42,March,Sunday,CUST8063,Returning,Female,52,8,Daniel,Drinks,Fresh Juice,1,4.49,4.49,0.23,0.85,5.11,Cash,Delivery,5,1.59
ORD00404,21-10-2025,13:38:02,October,Tuesday,CUST2599,Returning,Male,37,13,Sophia,Drinks,Coke,5,2.99,14.95,1.34,2.72,16.33,Online,Dine-in,5,4.07
ORD00405,02-11-2025,05:42:34,November,Sunday,CUST4565,New,Male,27,5,Emily,Drinks,Tea,4,2.49,9.96,0.96,1.8,10.8,Online,Takeaway,4,2.33
ORD00406,12-11-2025,01:45:48,November,Wednesday,CUST5989,Returning,Female,23,19,James,Drinks,Coffee,2,3.99,7.98,0.82,1.43,8.59,Online,Delivery,4,2.13
ORD00407,07-03-2025,02:09:27,March,Friday,CUST1013,Returning,Male,36,1,Emma,Desserts,Ice Cream,3,4.99,14.97,2.02,2.59,15.54,Google Pay,Delivery,5,5.12
ORD00408,21-07-2025,00:05:19,July,Monday,CUST4460,New,Female,26,7,David,Desserts,Cheesecake,4,6.99,27.96,1.7,5.25,31.51,Apple Pay,Takeaway,3,8.28
ORD00409,28-05-2025,01:31:54,May,Wednesday,CUST8974,Returning,Male,23,5,David,Main Course,Butter Chicken,1,15.99,15.99,0.17,3.16,18.98,Google Pay,Delivery,5,3.99
ORD00410,06-08-2025,17:58:06,August,Wednesday,CUST7303,Returning,Male,29,14,James,Main Course,Fish & Chips,5,17.99,89.95,5.72,16.85,101.08,Online,Takeaway,5,31.42
ORD00411,02-05-2025,00:26:25,May,Friday,CUST1620,Returning,Female,25,19,Emily,Desserts,Brownie,5,5.99,29.95,2.59,5.47,32.83,Cash,Dine-in,5,6.98
ORD00412,27-09-2025,06:11:21,September,Saturday,CUST2449,New,Female,58,3,Michael,Desserts,Brownie,5,5.99,29.95,0.35,5.92,35.52,Online,Dine-in,4,11.35
ORD00413,01-10-2025,05:17:29,October,Wednesday,CUST6431,Returning,Female,36,10,Daniel,Starters,Soup,4,5.99,23.96,1.84,4.42,26.54,Cash,Delivery,5,7.09
ORD00414,05-06-2025,01:04:28,June,Thursday,CUST5780,New,Female,49,3,Daniel,Desserts,Ice Cream,4,4.99,19.96,1.73,3.65,21.88,Online,Dine-in,4,6.12
ORD00415,10-05-2025,15:16:25,May,Saturday,CUST2827,New,Male,60,15,Olivia,Main Course,Pizza,3,16.99,50.97,6.56,8.88,53.29,Card,Takeaway,5,11.2
ORD00416,01-05-2025,10:26:22,May,Thursday,CUST2382,New,Male,49,14,David,Drinks,Coffee,5,3.99,19.95,2.58,3.47,20.84,Card,Delivery,4,5.24
ORD00417,23-11-2025,18:09:47,November,Sunday,CUST5331,New,Male,28,15,David,Main Course,Paneer Butter Masala,5,13.99,69.95,7.71,12.45,74.69,Google Pay,Takeaway,4,18.78
ORD00418,30-09-2025,12:30:01,September,Tuesday,CUST8122,New,Female,46,13,Olivia,Main Course,Pasta,4,13.49,53.96,3.84,10.02,60.14,Online,Delivery,3,13.62
ORD00419,19-02-2025,08:28:58,February,Wednesday,CUST6488,Returning,Female,24,9,David,Desserts,Brownie,5,5.99,29.95,4.12,5.17,31,Google Pay,Delivery,5,9.78
ORD00420,04-05-2025,00:07:18,May,Sunday,CUST1138,New,Male,44,4,Sophia,Main Course,Burger,2,11.99,23.98,1.13,4.57,27.42,Google Pay,Takeaway,3,5.75
ORD00421,26-05-2025,11:16:54,May,Monday,CUST4552,New,Male,23,20,Daniel,Desserts,Ice Cream,1,4.99,4.99,0.02,0.99,5.96,Google Pay,Delivery,5,1.31
ORD00422,17-10-2025,07:35:21,October,Friday,CUST2240,Returning,Female,45,11,Michael,Main Course,Veg Biryani,2,12.99,25.98,0.99,5,29.99,Card,Dine-in,4,8
ORD00423,01-02-2025,06:55:47,February,Saturday,CUST5336,New,Female,22,16,Emma,Drinks,Fresh Juice,3,4.49,13.47,2.01,2.29,13.75,Online,Takeaway,3,3.31
ORD00424,27-11-2025,23:47:31,November,Thursday,CUST2740,Returning,Female,24,2,Sophia,Drinks,Coke,2,2.99,5.98,0.48,1.1,6.6,Cash,Delivery,5,1.73
ORD00425,09-05-2025,06:31:19,May,Friday,CUST1619,Returning,Female,27,11,David,Drinks,Coke,4,2.99,11.96,0.27,2.34,14.03,Online,Dine-in,5,4.05
ORD00426,29-12-2025,01:09:51,December,Monday,CUST2148,New,Male,42,16,Sophia,Drinks,Fresh Juice,4,4.49,17.96,1.09,3.37,20.24,Online,Delivery,4,6.06
ORD00427,20-06-2025,00:27:03,June,Friday,CUST2485,Returning,Female,23,15,Michael,Desserts,Brownie,1,5.99,5.99,0.57,1.08,6.5,Card,Dine-in,5,2.13
ORD00428,21-01-2025,05:43:49,January,Tuesday,CUST6886,Returning,Male,58,15,Emma,Drinks,Coffee,3,3.99,11.97,1.25,2.14,12.86,Card,Dine-in,3,4.12
ORD00429,13-01-2025,19:42:36,January,Monday,CUST6041,Returning,Female,19,2,Olivia,Main Course,Fish & Chips,4,17.99,71.96,0.68,14.26,85.54,Cash,Takeaway,5,23.6
ORD00430,22-01-2025,22:13:59,January,Wednesday,CUST8509,New,Male,22,2,Daniel,Drinks,Coke,2,2.99,5.98,0.72,1.05,6.31,Google Pay,Delivery,3,1.84
ORD00431,30-08-2025,22:39:51,August,Saturday,CUST6035,New,Female,57,6,Sophia,Starters,Garlic Bread,2,4.99,9.98,0.02,1.99,11.95,Cash,Dine-in,4,3.44
ORD00432,01-11-2025,17:16:38,November,Saturday,CUST7586,Returning,Male,61,19,Daniel,Main Course,Veg Biryani,2,12.99,25.98,1.66,4.86,29.18,Apple Pay,Dine-in,3,9.04
ORD00433,31-10-2025,12:15:06,October,Friday,CUST7801,New,Female,53,6,Emily,Main Course,Burger,1,11.99,11.99,0.22,2.35,14.12,Card,Delivery,3,3.19
ORD00434,10-03-2025,01:05:58,March,Monday,CUST1104,New,Male,23,19,Michael,Starters,Soup,2,5.99,11.98,0.03,2.39,14.34,Google Pay,Delivery,4,3.86
ORD00435,21-12-2025,03:57:13,December,Sunday,CUST7750,New,Male,57,2,Daniel,Main Course,Paneer Butter Masala,2,13.99,27.98,2.69,5.06,30.35,Google Pay,Delivery,3,8.31
ORD00436,18-11-2025,23:23:24,November,Tuesday,CUST2925,New,Female,52,17,Emma,Desserts,Brownie,4,5.99,23.96,0.02,4.79,28.73,Google Pay,Delivery,5,6.83
